player_id,year,score
18922,2023,38.15758293838862
22860,2023,6.99898442789438
30321,2023,6.328706838185511
35099,2023,19.845971563981042
38780,2023,6.921406003159557
40204,2023,4.734533111310363
43250,2023,6.287264944198134
44062,2023,5.03702606635071
45314,2023,5.509478672985781
45320,2023,18.672985781990523
45403,2023,5.044008124576845
46106,2023,17.89099526066351
51152,2023,20.404536222071766
54846,2023,4.739336492890995
55769,2023,6.161137440758294
56809,2023,6.6122858184469555
57051,2023,5.509478672985781
58418,2023,13.199052132701423
59016,2023,5.900473933649288
59145,2023,6.783175355450235
59866,2023,8.83636817161387
60164,2023,7.681674565560821
60558,2023,6.6122858184469555
63186,2023,9.233243060257278
64598,2023,7.855450236966825
65278,2023,9.498901861056526
69636,2023,10.315462085308056
70359,2023,5.267433987813134
71701,2023,43.30568720379147
74683,2023,5.396146713373171
78570,2023,4.764725795531483
79620,2023,23.75592417061611
81349,2023,7.681674565560821
81789,2023,6.440419769803655
85177,2023,5.509478672985781
86097,2023,10.559834123222748
86202,2023,4.243047482786372
88103,2023,22.235387045813585
90024,2023,21.894041976980365
90478,2023,10.581083865650113
92164,2023,9.62964378535392
95707,2023,11.895734597156398
95755,2023,17.239336492890995
99227,2023,7.976472579553149
106405,2023,4.930226434965771
107010,2023,2.166185864413764
108880,2023,5.891485536852427
110708,2023,15.033722201968645
111078,2023,12.928363106088222
115763,2023,6.552132701421802
116900,2023,20.82345971563981
118302,2023,10.39691943127962
120629,2023,6.264030930406585
124495,2023,15.033722201968645
124555,2023,10.933579592974631
124732,2023,5.044008124576845
125314,2023,19.845971563981042
126719,2023,8.626107562332578
127769,2023,11.157187993680884
128969,2023,5.099864590385917
131694,2023,17.00236966824644
131951,2023,6.778498378648042
136109,2023,6.161137440758294
139341,2023,3.8151658767772507
139395,2023,7.16504419111054
139435,2023,10.652299218649928
144304,2023,14.598403591918183
148365,2023,7.93283471563981
149579,2023,8.984992101105844
155396,2023,17.239336492890995
157125,2023,43.30568720379147
157543,2023,9.680094786729859
161368,2023,12.026066350710902
162027,2023,9.791807718348002
167105,2023,14.469786729857823
170895,2023,11.58175355450237
172163,2023,8.441943127962086
173192,2023,4.9170616113744074
173580,2023,5.183649289099526
174042,2023,11.315165876777252
176936,2023,4.506926722566533
183321,2023,9.419431279620852
189070,2023,15.377454299255245
190393,2023,8.255754908598512
191391,2023,15.93601895734597
192565,2023,20.150078988941548
193784,2023,4.561611374407582
193898,2023,43.30568720379147
194549,2023,32.55331753554502
196158,2023,15.545023696682465
197471,2023,5.41364650125453
197521,2023,7.815348158950055
202984,2023,3.7174170616113744
203043,2023,3.647596479350033
204189,2023,6.6122858184469555
206843,2023,20.82345971563981
206947,2023,5.770142180094786
207571,2023,8.674678402166554
210178,2023,3.77172195892575
211251,2023,11.346074593035237
211325,2023,15.075829383886257
212243,2023,5.147446024223275
212391,2023,8.368368750955511
213974,2023,6.687477214728399
214441,2023,12.026066350710902
216270,2023,8.659162717219587
216870,2023,10.46208530805687
217879,2023,8.061808846761455
